🔥哈尔滨移动,#genre#
游戏风云,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226579/index.m3u8
哒啵电竞,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226951/1.m3u8
哒啵赛事,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
哒啵赛事,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226954/1.m3u8
哒啵赛事,http://39.134.65.75:80/wh7f454c46tw1874103717_-1354686268/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8?icpid=88888888&RTS=1554599646&from=1&hms_devid=127
哒啵赛事,http://39.134.65.179/PLTV/88888888/224/3221225559/index.m3u8
哒啵赛事,http://39.134.66.66/PLTV/88888888/224/3221225559/index.m3u8
cetv1,http://dms.yryyj.site:8188/udp/239.76.252.192:9000
cetv1,http://dms.yryyj.site:8188/udp/239.76.245.192:1234
cetv1,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
cetv2,http://gslbserv.itv.cmvideo.cn:80/1000000005000266004/index.m3u8?channel-id=ystenlive&Contentid=1000000005000266004&livemode=1&stbId=3
cetv2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
cetv4,http://gslbserv.itv.cmvideo.cn:80/5000000011000031126/index.m3u8?channel-id=bestzb&Contentid=5000000011000031126&livemode=1&stbId=3
cetv4,http://dms.yryyj.site:8188/udp/239.76.252.254:9000
cetv4,http://dms.yryyj.site:8188/udp/239.76.245.254:1234
cetv4,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
CGTN中国[普屏],https://live.cgtn.com/1000/prog_index.m3u8
CGTN中国[普屏],http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225604/index.m3u8
CGTN纪录[普屏],https://news.cgtn.com/resource/live/document/cgtn-doc.m3u8
CGTN纪录[普屏],http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225602/index.m3u8






🚀易视腾接口,#genre#
CCTV1(8M),http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000001000021973&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
CCTV1(8M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265001/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265001&livemode=1&stbId=3
CCTV2(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265002/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265002&livemode=1&stbId=3
CCTV2(5M),http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000001000012442&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
CCTV3(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265003/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265003&livemode=1&stbId=3
CCTV4(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265004/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265004&livemode=1&stbId=3
CCTV4(5M),http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000002000031664&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
CCTV5(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265005/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265005&livemode=1&stbId=3
CCTV5+(8M),http://gslbserv.itv.cmvideo.cn:80/1000000001000018504/index.m3u8?channel-id=ystenlive&Contentid=1000000001000018504&livemode=1&stbId=3
CCTV5+(8M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265016/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265016&livemode=1&stbId=3
CCTV6(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265006/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265006&livemode=1&stbId=3
CCTV7(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265007/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265007&livemode=1&stbId=3
CCTV8(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265008/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265008&livemode=1&stbId=3
CCTV9(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265009/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265009&livemode=1&stbId=3
CCTV10(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265010/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265010&livemode=1&stbId=3
CCTV11(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265011/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265011&livemode=1&stbId=3
CCTV12(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265012/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265012&livemode=1&stbId=3
CCTV-13(4M),http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000002000021303&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
CCTV14(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265013/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265013&livemode=1&stbId=3
CCTV15(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265014/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265014&livemode=1&stbId=3
CCTV17(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265015/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265015&livemode=1&stbId=3
重庆卫视(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265017/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265017&livemode=1&stbId=3
东方卫视(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265018/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265018&livemode=1&stbId=3
山东卫视(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265019/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265019&livemode=1&stbId=3
纪实科教(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265020/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265020&livemode=1&stbId=3
纪实人文(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265021/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265021&livemode=1&stbId=3
辽宁卫视(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265022/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265022&livemode=1&stbId=3
湖北卫视(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265023/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265023&livemode=1&stbId=3
湖南卫视(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265024/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265024&livemode=1&stbId=3
安徽卫视(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265025/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265025&livemode=1&stbId=3
天津卫视(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265026/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265026&livemode=1&stbId=3
北京卫视(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265027/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265027&livemode=1&stbId=3
深圳卫视(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265028/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265028&livemode=1&stbId=3
黑龙江卫视(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265029/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265029&livemode=1&stbId=3
江苏卫视(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265030/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265030&livemode=1&stbId=3
浙江卫视(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265031/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265031&livemode=1&stbId=3
江西卫视(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265032/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265032&livemode=1&stbId=3
东南卫视(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265033/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265033&livemode=1&stbId=3
广东卫视(5M),http://gslbserv.itv.cmvideo.cn:80/1000000005000265034/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265034&livemode=1&stbId=3
CGTN(易视腾-4M),http://gslbserv.itv.cmvideo.cn:80/1000000002000009569/index.m3u8?channel-id=ystenlive&Contentid=1000000002000009569&livemode=1&stbId=3
兵团卫视(易视腾-4M),http://gslbserv.itv.cmvideo.cn:80/1000000005000266005/index.m3u8?channel-id=ystenlive&Contentid=1000000005000266005&livemode=1&stbId=3
广东大湾区卫视(易视腾-4M),http://gslbserv.itv.cmvideo.cn:80/1000000002000011619/index.m3u8?channel-id=ystenlive&Contentid=1000000002000011619&livemode=1&stbId=3
内蒙古卫视(易视腾-4M),http://gslbserv.itv.cmvideo.cn:80/1000000002000014080/index.m3u8?channel-id=ystenlive&Contentid=1000000002000014080&livemode=1&stbId=3
宁夏卫视(易视腾-4M),http://gslbserv.itv.cmvideo.cn:80/1000000002000031451/index.m3u8?channel-id=ystenlive&Contentid=1000000002000031451&livemode=1&stbId=3
青海安多卫视(易视腾-4M),http://gslbserv.itv.cmvideo.cn:80/1000000005000266001/index.m3u8?channel-id=ystenlive&Contentid=1000000005000266001&livemode=1&stbId=3
厦门卫视(易视腾-4M),http://gslbserv.itv.cmvideo.cn:80/1000000005000266006/index.m3u8?channel-id=ystenlive&Contentid=1000000005000266006&livemode=1&stbId=3
山东教育卫视(易视腾-4M),http://gslbserv.itv.cmvideo.cn:80/1000000002000004097/index.m3u8?channel-id=ystenlive&Contentid=1000000002000004097&livemode=1&stbId=3
山西卫视(易视腾-4M),http://gslbserv.itv.cmvideo.cn:80/1000000002000021220/index.m3u8?channel-id=ystenlive&Contentid=1000000002000021220&livemode=1&stbId=3
陕西卫视(易视腾-4M),http://gslbserv.itv.cmvideo.cn/index.m3u8?stbId=000000001000&Contentid=1000000002000007495&livemode=1&channel-id=ystenlive&test/PLTV/=01
四川康巴卫视(易视腾-4M),http://gslbserv.itv.cmvideo.cn:80/1000000005000266002/index.m3u8?channel-id=ystenlive&Contentid=1000000005000266002&livemode=1&stbId=3
西藏卫视(易视腾-4M),http://gslbserv.itv.cmvideo.cn:80/1000000002000015894/index.m3u8?channel-id=ystenlive&Contentid=1000000002000015894&livemode=1&stbId=3
新疆卫视(易视腾-4M),http://gslbserv.itv.cmvideo.cn/index.m3u8?stbId=000000001000&Contentid=1000000002000029441&livemode=1&channel-id=ystenlive&test/PLTV/=01
延边卫视(易视腾-4M),http://gslbserv.itv.cmvideo.cn:80/1000000005000266008/index.m3u8?channel-id=ystenlive&Contentid=1000000005000266008&livemode=1&stbId=3
中国教育2台(易视腾-4M),http://gslbserv.itv.cmvideo.cn:80/1000000005000266004/index.m3u8?channel-id=ystenlive&Contentid=1000000005000266004&livemode=1&stbId=3
中国教育4台(易视腾-4M),http://gslbserv.itv.cmvideo.cn:80/1000000005000025333/index.m3u8?channel-id=ystenlive&Contentid=1000000005000025333&livemode=1&stbId=3





✨测试接口,#genre#
CCTV-1,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=bestzb&Contentid=5000000011000265001&livemode=1&stbId=3#http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8#http://39.134.66.110/PLTV/88888888/224/3221225816/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/88888888/224/3221226667/1.m3u8
CCTV-2,http://39.134.67.108/PLTV/88888888/224/3221225599/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/88888888/224/3221226739/1.m3u8
CCTV-3,http://39.134.67.108/PLTV/88888888/224/3221225799/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/88888888/224/3221226720/1.m3u8
CCTV-4,http://39.134.67.108/PLTV/88888888/224/3221225797/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/88888888/224/3221226725/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
CCTV-5,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=bestzb&Contentid=5000000011000265005&livemode=1&stbId=3#http://39.134.67.108/PLTV/88888888/224/3221225818/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV-5+,http://39.134.67.108/PLTV/88888888/224/3221225507/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/88888888/224/3221226711/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?
CCTV-6,http://39.134.67.108/PLTV/88888888/224/3221225814/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/88888888/224/3221226699/1.m3u8
CCTV-7,http://39.134.67.108/PLTV/88888888/224/3221225671/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8#http://39.134.65.181/PLTV/88888888/224/3221225671/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/88888888/224/3221226721/1.m3u8
CCTV-8,http://39.134.67.108/PLTV/88888888/224/3221225795/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8#http://117.190.144.101:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://39.134.67.108/PLTV/88888888/224/3221225676/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?#http://39.134.65.181/PLTV/88888888/224/3221225676/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/88888888/224/3221226651/1.m3u8
CCTV-10,http://39.134.67.108/PLTV/88888888/224/3221225677/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8#http://39.134.65.181/PLTV/88888888/224/3221225677/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/88888888/224/3221226708/1.m3u8
CCTV-12,http://39.134.67.108/PLTV/88888888/224/3221225669/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/88888888/224/3221226723/1.m3u8
CCTV-13,http://ottrrs.hl.chinamobile.com/PLTV/88888890/224/3221226537/index.m3u8#http://36.156.208.131/liveali-tpgq.cctv.cn/live/cctv13.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225812/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225812/1.m3u8#http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8#https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8#
CCTV-16,http://39.134.67.108/PLTV/88888888/224/3221225893/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226825/1.m3u8
CCTV-17,http://39.134.67.108/PLTV/88888888/224/3221225708/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/88888888/224/3221226660/1.m3u8
凤凰香港,http://113.64.145.228:8081/hls/38/index.m3u8#http://113.64.145.157:8081/hls/38/index.m3u8#https://s2.pub/cctv-1#https://s2.pub/cctv-1#mitv://fccs.word-tv.com:9906/62582991000071710f0c7b707491d2e9
江西卫视,http://39.134.67.108/PLTV/88888888/224/3221225935/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225935/index.m3u8
湖南卫视,http://39.134.66.66/PLTV/88888888/224/3221225506/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226698/1.m3u8
浙江卫视,http://39.134.66.66/PLTV/88888888/224/3221225514/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226690/1.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226692/1.m3u8
东方卫视,http://39.134.66.66/PLTV/88888888/224/3221225672/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/88888888/224/3221226734/1.m3u8
北京卫视,http://39.134.66.66/PLTV/88888888/224/3221225678/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/88888888/224/3221226719/1.m3u8
深圳卫视,http://39.134.66.66/PLTV/88888888/224/3221225668/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226688/1.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226664/1.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226655/1.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8#http://39.134.66.110/PLTV/88888888/224/3221225966/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226693/1.m3u8
天津卫视,http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225972/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/88888888/224/3221226686/1.m3u8
东南卫视,http://39.134.66.66/PLTV/88888888/224/3221225500/index.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225950/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226670/1.m3u8
求索纪录,http://39.134.66.66/PLTV/88888888/224/3221225713/index.m3u8#http://office.gofaraway.top:888/udp/238.125.5.108:5140#http://39.134.67.226/PLTV/88888888/224/3221225713/index.m3u8
求索科学,http://39.134.66.66/PLTV/88888888/224/3221225728/index.m3u8#http://39.134.67.226/PLTV/88888888/224/3221225728/index.m3u8
求索动物,http://39.134.66.66/PLTV/88888888/224/3221225730/index.m3u8
Love Nature 4K,mitv://generationnexxxt.com:19806/574be1e2e0054216abe436413ea4221a#https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8#https://epg.pw/stream/9738bfc90d9cd020ee8a9797361cfde7c85528dadd9638913a2dc0114384c687.m3u8
金马影院,https://pull.kktv8.com/livekktv/128600025.flv?_t=0.03302458679376152
东森超视,rtmp://f13h.mine.nu/sat/tv331
纬来体育,rtmp://f13h.mine.nu/sat/tv721
珠江台,http://113.101.9.182:808/hls/55/index.m3u8
珠江台,http://110.72.86.104:808/hls/24/index.m3u8
珠江台,http://222.84.193.238:8181/tsfile/live/1015_1.m3u8
珠江台,http://110.72.83.165:808/hls/24/index.m3u8
珠江台,http://110.72.103.122:808/hls/24/index.m3u8
珠江台,http://110.72.81.167:808/hls/24/index.m3u8
珠江台,http://gxdl-lhs.8866.org:85/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
珠江台,http://gxdl-lhs.8866.org:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
珠江台,http://183.237.231.139:9901/tsfile/live/1056_1.m3u8
珠江台,http://116.11.158.91:8181/tsfile/live/1138_1.m3u8
珠江台,http://116.11.158.91:8181/tsfile/live/1121_1.m3u8
珠江台,http://171.110.42.48:8181/tsfile/live/1003_1.m3u8
珠江台,http://171.110.42.48:8181/tsfile/live/1121_1.m3u8
珠江台,http://171.110.42.48:8181/tsfile/live/1138_1.m3u8
珠江台,http://113.117.74.28:8081/hls/139/index.m3u8
广东深圳都市,http://livepull-tcyzb.sztv.com.cn/showto_live/dushi01.m3u8
广东体育高清,http://113.100.72.95:8899/udp/239.77.0.112:5146
广东嘉佳卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226227/index.m3u8
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226248/index.m3u8
广东珠江,http://jyjxy.7766.org:8811/hls/17/index.m3u8
广东珠江,http://yuju666888.x3322.net:808/hls/1/index.m3u8
广东体育,http://ci.emdoor.tech:8080/touchtv.php?pk=1184
广东体育,http://jyjxy.7766.org:8811/hls/18/index.m3u8





💢精品节目,#genre#	
数码测评,http://cfss.cc/cdn/hy/11352878.flv
全民热练,http://39.135.133.144:80/wh7f454c46tw2411315756_-1171165178/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
热播精选,http://39.135.133.157:80/wh7f454c46tw2012060834_1130688400/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8?rrsip=ottrrs.hl.chinamobile.com&zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601
热播精选,http://113.9.161.31:88/hls/155/index.m3u8
热播精选,http://39.134.65.76:80/wh7f454c46tw1545072136_-343039146/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
明星大片,http://39.134.65.7:80/wh7f454c46tw1738936394_2033607545/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8?icpid=88888888&RTS=1554599511&from=1&hms_devid=29
明星大片,http://113.9.161.31:88/hls/154/index.m3u8
明星大片,http://39.134.65.6:80/wh7f454c46tw1108113188_-1233049823/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
newtv精品萌宠,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
newtv魅力潇湘,http://gslbserv.itv.cmvideo.cn:80/1000000001000006197/index.m3u8?channel-id=ystenlive&Contentid=1000000001000006197&livemode=1&stbId=3
newtv魅力潇湘,http://gslbserv.itv.cmvideo.cn:80/1000000005000266014/index.m3u8?channel-id=ystenlive&Contentid=1000000005000266014&livemode=1&stbId=3
newtv爱情喜剧,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
newtv爱情喜剧,http://39.134.65.83:80/wh7f454c46tw1720856652_30803368/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8?icpid=88888888&RTS=1554599493&from=1&hms_devid=137
newtv超级电视剧,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
newtv超级电视剧,http://39.134.65.77:80/wh7f454c46tw1767967295_-1135528992/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8?icpid=88888888&RTS=1554599540&from=1&hms_devid=131
newtv超级电影,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
newtv超级电影,http://39.134.65.2:80/wh7f454c46tw1796008427_-1232498779/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8?icpid=88888888&RTS=1554599568&from=1&hms_devid=11
newtv超级体育,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
newtv超级体育,http://39.134.65.72:80/wh7f454c46tw1831306733_-351349546/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8?icpid=88888888&RTS=1554599603&from=1&hms_devid=132
newtv精品体育,http://39.134.65.88:80/wh7f454c46tw1892412357_-455729825/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8?icpid=88888888&RTS=1554599664&from=1&hms_devid=134
newtv搏击,http://39.134.65.64:80/wh7f454c46tw1893525708_2141550803/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8?icpid=88888888&RTS=1554599666&from=1&hms_devid=125
newtv超级综艺,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
newtv超级综艺,http://39.134.65.78:80/wh7f454c46tw1722648755_566757033/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8?icpid=88888888&RTS=1554599495&from=1&hms_devid=128
newtv潮妈辣婆,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
newtv潮妈辣婆,http://39.134.65.81:80/wh7f454c46tw1843139764_1553247970/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8?icpid=88888888&RTS=1554599615&from=1&hms_devid=124
newtv动作电影,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
newtv动作电影,http://39.134.65.64:80/wh7f454c46tw1788616257_998076752/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8?icpid=88888888&RTS=1554599561&from=1&hms_devid=125
newtv古装剧场,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
newtv古装剧场,http://39.134.65.85:80/wh7f454c46tw1724821207_96117689/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8?icpid=88888888&RTS=1554599497&from=1&hms_devid=130
newtv黑莓电影,http://39.134.68.154:6410/PLTV/88888888/224/3221225743/index.m3u8?IASHttpSessionId=OTT
newtv黑莓电影,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
