嘟嘟频道,#genre#
新疆卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
西藏卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000317/index.m3u8?IAS
兵团卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
延边卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
大湾区卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226442/index.m3u8
安多卫视,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
厦门卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u8?IAS
康巴卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8

北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
延边频道,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8

数字频道,#genre#
黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
海外剧场,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
中国功夫,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
军旅剧场,http://[2409:8087:1a0b:df::4018]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
惊悚悬疑,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
潮妈辣婆,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
精品纪录,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
家庭剧场,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
精品大剧,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
军事评论,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
明星大片,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
精品萌宠,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
超级综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
金牌综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8

少儿频道,#genre#
卡酷少儿,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
金鹰卡通,http://[2409:8087:1a0b:df::4008]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
优漫卡通,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
黑莓动画,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
卡酷少儿,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
金鹰卡通,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
金鹰卡通,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000057BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0T0ZQXwaiVktPr6ILPKXqwOw2VoxnxHvBSRSzCCC3szSwIgrD0rUpRXeaqChwLXCf0
优漫卡通,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
黑莓动画,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8

电影轮播,#genre#
邵氏影院,http://159.75.85.63:35455/douyu/4246519
吃米滴虫,http://159.75.85.63:35455/douyu/315457
冰冰经典,http://159.75.85.63:35455/douyu/74374
星爷影院,http://159.75.85.63:35455/douyu/508118
凌儿影院,http://159.75.85.63:35455/douyu/1377142
瑶瑶恐怖,http://159.75.85.63:35455/douyu/2935323
怡寶影院,http://159.75.85.63:35455/douyu/434971
小黛兮影,http://159.75.85.63:35455/douyu/11553944
萌小鬼片,http://159.75.85.63:35455/douyu/3928
神乐影院,http://159.75.85.63:35455/douyu/122402
可乐影院,http://159.75.85.63:35455/douyu/20415
小宇60帧,http://159.75.85.63:35455/douyu/323876
恐怖惊悚,http://159.75.85.63:35455/douyu/96577
電影劇場,http://159.75.85.63:35455/douyu/7575350
國語電影,http://159.75.85.63:35455/douyu/2436390
豆瓣高分,http://159.75.85.63:35455/douyu/8770422
漫威剧情,http://159.75.85.63:35455/douyu/6140589
霍格沃茨,http://159.75.85.63:35455/douyu/8814650
鱼宝恐怖,http://159.75.85.63:35455/douyu/1165374
鬼片恐怖,http://159.75.85.63:35455/douyu/2935323
小U鬼片,http://159.75.85.63:35455/douyu/96577
吃奶滴虫,http://159.75.85.63:35455/douyu/263824
变种人片,http://159.75.85.63:35455/douyu/9651304
喜剧电影,http://159.75.85.63:35455/douyu/9292492
女神电影,http://159.75.85.63:35455/douyu/747764
华语经典,http://159.75.85.63:35455/douyu/434971
避风影院,http://159.75.85.63:35455/douyu/9826611
欧美大片,http://159.75.85.63:35455/douyu/2793084
贝爷影厅,http://159.75.85.63:35455/douyu/252802
译制国语,http://159.75.85.63:35455/douyu/2436390
科幻动作,http://43.138.170.29:35455/douyu/4332
怡寳影院,http://43.138.170.29:35455/douyu/434971
粤语电影,http://43.138.170.29:35455/douyu/6566671
苹果影院,http://43.138.170.29:35455/douyu/2793084
午夜故事,http://43.138.170.29:35455/douyu/8722254
译制国语,http://43.138.170.29:35455/douyu/2436390
蚂蚱影院,http://43.138.170.29:35455/douyu/6079455
恐怖丧尸鬼片,http://43.138.170.29:35455/douyu/263824
荒野建造者,http://43.138.170.29:35455/douyu/9611578
邦德影院,http://43.138.170.29:35455/douyu/9292499
特辑影院,http://43.138.170.29:35455/douyu/3637778
惊悚影院,http://43.138.170.29:35455/douyu/96577
吃米滴虫,http://43.138.170.29:35455/douyu/315457
漫威影片,http://43.138.170.29:35455/douyu/6140589
刘德华电影1,http://43.138.170.29:35455/douyu/2516864
豆瓣高分,http://43.138.170.29:35455/douyu/8770422
林正英电影2,http://43.138.170.29:35455/douyu/7356023
宇哥电影,http://43.138.170.29:35455/douyu/413573
贝爷影厅2,http://43.138.170.29:35455/douyu/36337
霍格影片,http://43.138.170.29:35455/douyu/8814650
冰冰经典电影,http://43.138.170.29:35455/douyu/74374
避风港影院,http://43.138.170.29:35455/douyu/9826611
恐怖经典,http://43.138.170.29:35455/douyu/1165374
华语电影,http://43.138.170.29:35455/douyu/3928
喜剧电影,http://43.138.170.29:35455/douyu/9292492
一起看恐怖片,http://43.138.170.29:35455/douyu/9412287
片荒的日子,http://43.138.170.29:35455/douyu/4258555
大胡子魏,http://43.138.170.29:35455/douyu/8792763
童年回忆,http://43.138.170.29:35455/douyu/8915074
下饭神剧,http://43.138.170.29:35455/douyu/276200
悬疑犯罪,http://43.138.170.29:35455/douyu/9171887
不一样的电影,http://43.138.170.29:35455/douyu/2632223
开心锤锤,http://43.138.170.29:35455/douyu/9018297
凛冬之地,http://43.138.170.29:35455/douyu/8945323
看美剧,http://43.138.170.29:35455/douyu/8869614
动漫直播,http://43.138.170.29:35455/douyu/1487654

影视,#genre#
星爷随机播,https://www.goodiptv.club/douyu/122402
贝爷1厅,https://www.goodiptv.club/douyu/252802
贝爷2厅,https://www.goodiptv.club/douyu/36337
贝爷4厅,https://www.goodiptv.club/douyu/4332
斗鱼电视剧_11,http://diyp.112114.xyz/douyu/5261342
斗鱼电视剧_12,http://diyp.112114.xyz/douyu/7489563
刘德华,https://www.goodiptv.club/douyu/2516864
好先生,https://www.goodiptv.club/douyu/9650792
庆余年,https://www.goodiptv.club/douyu/5908256
邵氏影院,https://www.goodiptv.club/douyu/4246519
吃米滴虫,https://www.goodiptv.club/douyu/315457
高分电影,https://www.goodiptv.club/douyu/7254536
豆瓣高分,https://www.goodiptv.club/douyu/8770422
漫威影院,https://www.goodiptv.club/douyu/6140589
特辑电影,https://www.goodiptv.club/douyu/3637778
粤语电影,https://www.goodiptv.club/douyu/1226741
粤语电影,https://www.goodiptv.club/douyu/6566671
国产电影,https://www.goodiptv.club/douyu/5423
喜剧电影,https://www.goodiptv.club/douyu/323876
恐怖电影,https://www.goodiptv.club/douyu/218859
恐怖鬼怪,https://www.goodiptv.club/douyu/1165374
童年阴影,https://www.goodiptv.club/douyu/2935323
惊悚电影,https://www.goodiptv.club/douyu/96577
华语影视,https://www.goodiptv.club/douyu/3928
神乐影视,https://www.goodiptv.club/douyu/85894
冰冰影厅,https://www.goodiptv.club/douyu/74374
刀刀影院,https://www.goodiptv.club/douyu/747764
奶虫影院,https://www.goodiptv.club/douyu/263824
凌儿影院,https://www.goodiptv.club/douyu/1377142
橙記港剧,https://www.goodiptv.club/douyu/4549169
怡寶影视,https://www.goodiptv.club/douyu/434971
圆子影视,https://www.goodiptv.club/douyu/6566658
贝贝影视,https://www.goodiptv.club/douyu/431460
可乐影视,https://www.goodiptv.club/douyu/20415
下饭神剧,https://www.goodiptv.club/douyu/276200
古装神剧,https://www.goodiptv.club/douyu/338759
酒染影视,https://www.goodiptv.club/douyu/7550220
芊珏影视,https://www.goodiptv.club/douyu/8814650
热门港剧,https://www.goodiptv.club/douyu/5522351
国产剧集,https://www.goodiptv.club/douyu/8157860
国产剧场,https://www.goodiptv.club/douyu/308752
经典剧集,https://www.goodiptv.club/douyu/2838296

全网电影轮播,#genre#
喜剧电影,http://159.75.85.63:35455/douyu/9292492
喜剧电影,http://43.138.170.29:35455/douyu/9292492
译制国语,http://159.75.85.63:35455/douyu/2436390
译制国语,http://43.138.170.29:35455/douyu/2436390
恐怖故事,http://43.138.170.29:35455/douyu/2337939
科幻动作,http://43.138.170.29:35455/douyu/4332
怡寳影院,http://43.138.170.29:35455/douyu/434971
粤语电影,http://43.138.170.29:35455/douyu/6566671
粤语电影,https://www.goodiptv.club/douyu/1226741
苹果影院,http://43.138.170.29:35455/douyu/2793084
午夜故事,http://43.138.170.29:35455/douyu/8722254
蚂蚱影院,http://43.138.170.29:35455/douyu/6079455
贝爷求生,http://43.138.170.29:35455/douyu/454867
恐怖丧尸鬼片,http://43.138.170.29:35455/douyu/263824
荒野建造者,http://43.138.170.29:35455/douyu/9611578
邦德影院,http://43.138.170.29:35455/douyu/9292499
特辑影院,http://43.138.170.29:35455/douyu/3637778
惊悚影院,http://43.138.170.29:35455/douyu/96577
吃米滴虫,http://43.138.170.29:35455/douyu/315457
漫威影片,http://43.138.170.29:35455/douyu/6140589
刘德华电影1,http://43.138.170.29:35455/douyu/2516864
豆瓣高分,http://43.138.170.29:35455/douyu/8770422
豆瓣高分,http://159.75.85.63:35455/douyu/8770422
林正英电影2,http://43.138.170.29:35455/douyu/7356023
宇哥电影,http://43.138.170.29:35455/douyu/413573
贝爷影厅2,http://43.138.170.29:35455/douyu/36337
霍格影片,http://43.138.170.29:35455/douyu/8814650
冰冰经典电影,http://43.138.170.29:35455/douyu/74374
避风港影院,http://43.138.170.29:35455/douyu/9826611
恐怖经典,http://43.138.170.29:35455/douyu/1165374
华语电影,http://43.138.170.29:35455/douyu/3928
第一滴血全集,http://43.138.170.29:35455/yy/1354932355
速度激情全集,http://43.138.170.29:35455/yy/1382749892
速度与激情集,http://43.138.170.29:35455/yy/1382736911
漫威系列轮播,http://43.138.170.29:35455/yy/1354932402
哈利波特全集,http://43.138.170.29:35455/yy/1382745105
美剧解说轮播,http://43.138.170.29:35455/douyu/9643264
经典美剧解说,http://43.138.170.29:35455/douyu/9123570
神乐影院,http://43.138.170.29:35455/douyu/122402
邵氏影院,http://43.138.170.29:35455/douyu/4246519
仙剑奇侠传剧,http://43.138.170.29:35455/yy/1382749903
花千骨电视剧,http://43.138.170.29:35455/yy/1354943110
少年歌行剧集,http://43.138.170.29:35455/yy/1450556636
鹊刀门传奇剧,http://43.138.170.29:35455/yy/1355344777
我的体育老师,http://43.138.170.29:35455/yy/1382745169
欢乐颂电视剧,http://43.138.170.29:35455/douyu/3756989
好先生电视剧,http://43.138.170.29:35455/douyu/9650792
我的前半生剧,http://43.138.170.29:35455/yy/1382735564
伪装者电视剧,http://43.138.170.29:35455/yy/1354936244
新雪豹电视剧,http://43.138.170.29:35455/yy/28099939
二炮手电视剧,http://43.138.170.29:35455/yy/1354930964
风筝电视轮播,http://43.138.170.29:35455/yy/1354931585
三部僵约轮播,http://43.138.170.29:35455/douyu/9470198
科幻Fans轮播,http://43.138.170.29:35455/douyu/3508304
科幻解说轮播,http://43.138.170.29:35455/douyu/9338839
娱乐扒叔轮播,http://43.138.170.29:35455/douyu/9624581
粤语剧集轮播,http://43.138.170.29:35455/douyu/10338873
粤语经典综艺,http://43.138.170.29:35455/douyu/7919720
粤语版电影一,http://43.138.170.29:35455/douyu/5033502
粤语版电影三,http://43.138.170.29:35455/douyu/1226741
米滴虫,http://159.75.85.63:35455/douyu/315457
一起看恐怖片,http://43.138.170.29:35455/douyu/9412287
片荒的日子,http://43.138.170.29:35455/douyu/4258555
大胡子魏,http://43.138.170.29:35455/douyu/8792763
童年回忆,http://43.138.170.29:35455/douyu/8915074
下饭神剧,http://43.138.170.29:35455/douyu/276200
悬疑犯罪,http://43.138.170.29:35455/douyu/9171887
不一样的电影,http://43.138.170.29:35455/douyu/2632223
开心锤锤,http://43.138.170.29:35455/douyu/9018297
凛冬之地,http://43.138.170.29:35455/douyu/8945323
看美剧,http://43.138.170.29:35455/douyu/8869614
动漫直播,http://43.138.170.29:35455/douyu/1487654
冰冰经典,http://159.75.85.63:35455/douyu/74374
星爷影院,http://159.75.85.63:35455/douyu/508118
凌儿影院,http://159.75.85.63:35455/douyu/1377142
麓山迷踪,http://159.75.85.63:35455/douyu/4505431
瑶瑶恐怖,http://159.75.85.63:35455/douyu/2935323
怡寶影原,http://159.75.85.63:35455/douyu/434971
小黛兮影,http://159.75.85.63:35455/douyu/11553944
萌小鬼片,http://159.75.85.63:35455/douyu/3928
神乐影剧,http://159.75.85.63:35455/douyu/122402
可乐影院,http://159.75.85.63:35455/douyu/20415
小宇60帧,http://159.75.85.63:35455/douyu/323876
恐怖惊悚,http://159.75.85.63:35455/douyu/96577
電影劇場,http://159.75.85.63:35455/douyu/7575350
漫威剧情,http://159.75.85.63:35455/douyu/6140589
霍格沃茨,http://159.75.85.63:35455/douyu/8814650
鱼宝恐怖,http://159.75.85.63:35455/douyu/1165374
吃奶滴虫,http://159.75.85.63:35455/douyu/263824
变种人片,http://159.75.85.63:35455/douyu/9651304
女神电影,http://159.75.85.63:35455/douyu/747764
避风影院,http://159.75.85.63:35455/douyu/9826611
贝爷max,http://159.75.85.63:35455/douyu/4332
贝爷影厅,http://159.75.85.63:35455/douyu/252802
刘德华,http://43.138.170.29:35455/yy/1382745111
周星驰,http://43.138.170.29:35455/yy/1354658049
周星驰,http://43.138.170.29:35455/yy/1382736808
周润发,http://43.138.170.29:35455/yy/1354888733
周润发,http://43.138.170.29:35455/yy/1354889044
林正英,http://43.138.170.29:35455/yy/1353685311
林正英,http://43.138.170.29:35455/yy/34229877
林正英,http://43.138.170.29:35455/yy/1453996620
林正英,http://43.138.170.29:35455/yy/1354932444
李连杰,http://43.138.170.29:35455/yy/74613175
洪金宝,http://43.138.170.29:35455/yy/1354924839
香港电影,http://43.138.170.29:35455/yy/1382736910
电影2,http://43.138.170.29:35455/yy/1354889048
经典鬼片,http://43.138.170.29:35455/yy/1463783198
经典鬼片,http://43.138.170.29:35455/yy/29460894
香港鬼片2,http://43.138.170.29:35455/yy/1382737886
香港鬼片3,http://43.138.170.29:35455/yy/24066336
港片电影,http://43.138.170.29:35455/yy/1459801818
超英集结,http://43.138.170.29:35455/yy/1382745091
港片赌片,http://43.138.170.29:35455/yy/1355076627
惊恐盗暮鬼怪,http://43.138.170.29:35455/yy/1382749525
张国荣,http://43.138.170.29:35455/yy/1354930961
哥斯拉,http://43.138.170.29:35455/yy/1382736833
大话西游,http://43.138.170.29:35455/yy/1382851590
经典鬼片2,http://43.138.170.29:35455/yy/1355641195
武侠港片,http://43.138.170.29:35455/yy/1451866697
倚天屠龙记,http://43.138.170.29:35455/yy/1449856066
铁齿铜牙纪晓岚,http://43.138.170.29:35455/yy/1354143978
芈月传,http://43.138.170.29:35455/yy/1457622044
神雕侠侣,http://43.138.170.29:35455/yy/1382704651
神雕侠侣,http://43.138.170.29:35455/yy/1351762426
封神榜,http://43.138.170.29:35455/yy/1353426319
天龙八部,http://43.138.170.29:35455/yy/1459331991
天龙八部,http://43.138.170.29:35455/yy/68260522
燕双鹰3,http://43.138.170.29:35455/yy/1354825244
西游记张卫健版,http://43.138.170.29:35455/yy/1354936155
火蓝刀锋,http://43.138.170.29:35455/yy/1382737892
武工队传奇,http://43.138.170.29:35455/yy/1354790484
武林外传,http://43.138.170.29:35455/yy/1351496216
武林外传,http://43.138.170.29:35455/yy/1355652820
二龙湖浩哥,http://43.138.170.29:35455/yy/28205255
血色浪漫,http://43.138.170.29:35455/yy/1354926676
五号特工组,http://43.138.170.29:35455/yy/1507704566
金婚,http://43.138.170.29:35455/yy/1382736832
怪医文三块,http://43.138.170.29:35455/yy/1354936154
上海滩,http://43.138.170.29:35455/yy/1382745184
伪装者2,http://43.138.170.29:35455/yy/1382851593
盗墓笔记,http://43.138.170.29:35455/yy/1356373644
回家的惑,http://43.138.170.29:35455/yy/1354658048
古惑仔,http://43.138.170.29:35455/yy/1458015189
狂飙,http://43.138.170.29:35455/yy/1355142167
狂飙,http://43.138.170.29:35455/yy/1382754187
雪中悍刀行,http://43.138.170.29:35455/yy/1382660835
战狼3,http://43.138.170.29:35455/yy/1456668939
我是特种兵,http://43.138.170.29:35455/yy/1354784284
我是特种兵,http://43.138.170.29:35455/yy/1382773714
我是特种兵,http://43.138.170.29:35455/yy/37999586
张国立,http://43.138.170.29:35455/yy/1382781415
知否知否应是绿肥红瘦,http://43.138.170.29:35455/yy/21881901
流金岁月,http://43.138.170.29:35455/yy/1382736891
男亲女爱,http://43.138.170.29:35455/yy/1382736715
粉郎,http://43.138.170.29:35455/yy/1354888671
放羊的星星,http://43.138.170.29:35455/yy/1355260662
来自星星的你,http://43.138.170.29:35455/yy/1354930976
富贵,http://43.138.170.29:35455/yy/1354926537
生逢灿烂的日子,http://43.138.170.29:35455/yy/1382745085
永远一家人,http://43.138.170.29:35455/yy/1382736873
情满四合院5,http://43.138.170.29:35455/yy/1382851601
济公游记,http://43.138.170.29:35455/yy/1355265814
老酒馆,http://43.138.170.29:35455/yy/1356254650
武林外传2,http://43.138.170.29:35455/yy/21092633
新三国,http://43.138.170.29:35455/yy/1382705738
新三国,http://43.138.170.29:35455/yy/23512910
鹿鼎记陈小春版,http://43.138.170.29:35455/yy/1382704650
新水浒传,http://43.138.170.29:35455/yy/1353215589
地下交通站,http://43.138.170.29:35455/yy/37880083
地下交通站,http://43.138.170.29:35455/yy/1353428972
地下交通站,http://43.138.170.29:35455/yy/1382736795
士兵突击,http://43.138.170.29:35455/yy/1382828766
情满四合院,http://43.138.170.29:35455/yy/1382736888
情满四合院,http://43.138.170.29:35455/yy/1382851524
情满四合院,http://43.138.170.29:35455/yy/1382736848
情满四合院,http://43.138.170.29:35455/yy/1382735541
神医喜来乐,http://43.138.170.29:35455/yy/1382714119
寻秦记,http://43.138.170.29:35455/yy/1382749900
正阳门下,http://43.138.170.29:35455/yy/1354931580
魔幻手机,http://43.138.170.29:35455/yy/1356213622
勇敢的心,http://43.138.170.29:35455/yy/1356051105
特种兵火凤凰,http://43.138.170.29:35455/yy/1463088777
特种兵火凤凰,http://43.138.170.29:35455/yy/1352575322
小兵张嘎,http://43.138.170.29:35455/yy/1354930225
宰相刘罗锅,http://43.138.170.29:35455/yy/1382745191
宰相刘罗锅,http://43.138.170.29:35455/yy/1353892468
小沈阳春晚小品,http://43.138.170.29:35455/yy/1382749941
赵本山《蓝光版》,http://43.138.170.29:35455/yy/32160832
春晚小品,http://43.138.170.29:35455/yy/1382851479
春晚小品,http://43.138.170.29:35455/yy/1382851476
春晚小品,http://43.138.170.29:35455/yy/1382851615
春晚小品,http://43.138.170.29:35455/yy/1354936217
吐槽大会,http://43.138.170.29:35455/yy/1354932379
AWE,http://43.138.170.29:35455/yy/1355285129
女AWE,http://43.138.170.29:35455/yy/1355277405
金星脱口秀,http://43.138.170.29:35455/yy/1382749951
国宝藏第二季,http://43.138.170.29:35455/yy/1382736853
本山快乐营,http://43.138.170.29:35455/yy/1354933529
动画妖神记,http://43.138.170.29:35455/yy/1382745173
动画妖神记,http://43.138.170.29:35455/yy/1382745171
动画妖神记,http://43.138.170.29:35455/yy/1382735551
熊出没,http://43.138.170.29:35455/yy/1354930977

🎬电影频道👉全网,#genre#
邵氏影院@代,http://159.75.85.63:35455/douyu/4246519
邵氏影院@代,https://www.goodiptv.club/douyu/4246519
邵氏影院@代,http://huanqiuzhibo.cn/manifest/douyu.php?id=4246519
邵氏影院@代,http://www.goodiptv.club/douyu/4246519
重温经典频道,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv 
经典电影频道,https://ali.hlspull.yximgs.com/live/asdfg32522.flv 
经典影院频道,https://ali.hlspull.yximgs.com/live/asdfg32516.flv 
经典功夫频道,http://cfss.cc/cdn/yy/1355002394.flv
龙腾功夫频道,http://cfss.cc/cdn/yy/1356261006.flv
龙腾功夫频道,http://live.dxms.top:80/dwy/ltgft.php
